Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
182, 1, LOC_CITY_NAME_AKSHAK, , CONTRACT 6327, SUBMITTED, NO_UNIT, BUILDING_SEWER, NO_DISTRICT, VALUE 119.0, Build City Building
263, 2, LOC_CITY_NAME_KABUL, , CONTRACT 9227, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1605.0, Siege City Assault
263, 2, LOC_CITY_NAME_KABUL, , , UNIT_MECHANIZED_INFANTRY, Siege City Assault, CONTRACT 9297
263, 2, LOC_CITY_NAME_SKEDSMO, , CONTRACT 9047, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2095.0, Siege City Assault
263, 2, LOC_CITY_NAME_SKEDSMO, , CONTRACT 9048, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2447.0, Siege City Assault
263, 2, LOC_CITY_NAME_SKEDSMO, , CONTRACT 9080, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1605.0, Siege City Assault
263, 2, LOC_CITY_NAME_SKEDSMO, , CONTRACT 9151, IN PROGRESS, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2095.0, Siege City Assault
263, 2, LOC_CITY_NAME_SKEDSMO, , CONTRACT 9191, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 165.0, Unknown
263, 2, LOC_CITY_NAME_SKEDSMO, , CONTRACT 9225, CANCELLED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2047.0, Unknown
263, 2, LOC_CITY_NAME_SKEDSMO, , CONTRACT 9227, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1605.0, Siege City Assault
263, 2, LOC_CITY_NAME_SKEDSMO, , CONTRACT 9297, IN PROGRESS, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2447.0, Siege City Assault
263, 2, LOC_CITY_NAME_SKEDSMO, , , UNIT_JET_BOMBER, Default Specialization, , , Value 374.7
263, 2, LOC_CITY_NAME_GENEVA, , CONTRACT 9225, CANCELLED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2047.0, Unknown
263, 2, LOC_CITY_NAME_GENEVA, , CONTRACT 9227, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1605.0, Siege City Assault
263, 2, LOC_CITY_NAME_GENEVA, , CONTRACT 9297, IN PROGRESS, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2447.0, Siege City Assault
263, 2, LOC_CITY_NAME_GENEVA, , , DISTRICT_AERODROME, Build City District, CONTRACT 9154
263, 2, FAITH PURCHASE, , , UNIT_GURU, Unknown, CONTRACT 9303
263, 2, LOC_CITY_NAME_NIDAROS, , CONTRACT 9329, SUBMITTED, UNIT_MODERN_ARMOR, NO_BUILDING, NO_DISTRICT, VALUE 1138.0, Siege City Assault
263, 2, LOC_CITY_NAME_KRISTIANSAND, , CONTRACT 9329, SUBMITTED, UNIT_MODERN_ARMOR, NO_BUILDING, NO_DISTRICT, VALUE 1138.0, Siege City Assault
263, 2, LOC_CITY_NAME_STAVANGER, , CONTRACT 9329, SUBMITTED, UNIT_MODERN_ARMOR, NO_BUILDING, NO_DISTRICT, VALUE 1138.0, Siege City Assault
263, 2, LOC_CITY_NAME_KABUL, , CONTRACT 9329, SUBMITTED, UNIT_MODERN_ARMOR, NO_BUILDING, NO_DISTRICT, VALUE 1138.0, Siege City Assault
263, 2, LOC_CITY_NAME_SKEDSMO, , CONTRACT 9329, SUBMITTED, UNIT_MODERN_ARMOR, NO_BUILDING, NO_DISTRICT, VALUE 1138.0, Siege City Assault
263, 2, LOC_CITY_NAME_OSLO, , CONTRACT 9329, SUBMITTED, UNIT_MODERN_ARMOR, NO_BUILDING, NO_DISTRICT, VALUE 1138.0, Siege City Assault
263, 2, LOC_CITY_NAME_AVALDSNES, , CONTRACT 9329, SUBMITTED, UNIT_MODERN_ARMOR, NO_BUILDING, NO_DISTRICT, VALUE 1138.0, Siege City Assault
263, 2, LOC_CITY_NAME_GENEVA, , CONTRACT 9329, SUBMITTED, UNIT_MODERN_ARMOR, NO_BUILDING, NO_DISTRICT, VALUE 1138.0, Siege City Assault
263, 2, LOC_CITY_NAME_ALESUND, , CONTRACT 9329, SUBMITTED, UNIT_MODERN_ARMOR, NO_BUILDING, NO_DISTRICT, VALUE 1138.0, Siege City Assault
263, 2, LOC_CITY_NAME_SKIEN, , CONTRACT 9331, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_ENTERTAINMENT_COMPLEX, VALUE 437.0, Build City District
263, 2, LOC_CITY_NAME_NIDAROS, , CONTRACT 9332, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
263, 2, LOC_CITY_NAME_KRISTIANSAND, , CONTRACT 9332, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
263, 2, LOC_CITY_NAME_STAVANGER, , CONTRACT 9332, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
263, 2, LOC_CITY_NAME_SKEDSMO, , CONTRACT 9332, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
263, 2, LOC_CITY_NAME_SKIEN, , CONTRACT 9332, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
263, 2, LOC_CITY_NAME_OSLO, , CONTRACT 9332, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
263, 2, LOC_CITY_NAME_AVALDSNES, , CONTRACT 9332, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
263, 2, LOC_CITY_NAME_GENEVA, , CONTRACT 9332, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
263, 2, LOC_CITY_NAME_ALESUND, , CONTRACT 9332, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
263, 2, LOC_CITY_NAME_HAMAR, , CONTRACT 9332, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
263, 4, LOC_CITY_NAME_BRISTOL, , CONTRACT 9086, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 104.0, Unknown
263, 4, LOC_CITY_NAME_BRISTOL, , CONTRACT 9127, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 214.0, Build City Improvement
263, 4, LOC_CITY_NAME_BRISTOL, , , UNIT_MODERN_ARMOR, Siege City Assault, CONTRACT 9305
263, 5, PURCHASE, , , UNIT_NUCLEAR_SUBMARINE, Build City Building, CONTRACT 9132
263, 5, LOC_CITY_NAME_ROUEN, , CONTRACT 8992, FAILED, UNIT_NUCLEAR_SUBMARINE, NO_BUILDING, NO_DISTRICT, VALUE 238.0, Unknown
263, 5, LOC_CITY_NAME_ROUEN, , , PROJECT_LAUNCH_MOON_LANDING, Default Specialization, , , Value 3488.3
263, 5, FAITH PURCHASE, , , UNIT_GURU, Unknown, CONTRACT 9311
263, 5, LOC_CITY_NAME_RHEIMS, , CONTRACT 9338, SUBMITTED, NO_UNIT, BUILDING_BROADCAST_CENTER, NO_DISTRICT, VALUE 255.0, Build City Building
263, 6, PURCHASE, , , UNIT_MECHANIZED_INFANTRY, Siege City Assault, CONTRACT 9312
263, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 8870, FAILED, NO_UNIT, BUILDING_BROADCAST_CENTER, NO_DISTRICT, VALUE 272.3, Unknown
263, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 8961, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 15.0, Unknown
263, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 8964, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 59.0, Unknown
263, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 8994, COMPLETED, UNIT_RANGER, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 9030, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Unknown
263, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 9097, FAILED, NO_UNIT, BUILDING_BROADCAST_CENTER, NO_DISTRICT, VALUE 255.0, Unknown
263, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 9201, COMPLETED, UNIT_RANGER, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 9242, COMPLETED, UNIT_RANGER, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 9312, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 685.0, Siege City Assault
263, 6, LOC_CITY_NAME_YEREVAN, , , UNIT_MECHANIZED_INFANTRY, Generic Offense
263, 6, FAITH PURCHASE, , , UNIT_APOSTLE, Unknown, CONTRACT 9317
263, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 9340, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_FORTALEZA, , CONTRACT 9340, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_BELEM, , CONTRACT 9340, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 9340, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_MANAUS, , CONTRACT 9340, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_GUARULHOS, , CONTRACT 9340, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 9340, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_SAO_LUIS, , CONTRACT 9340, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_NATAL, , CONTRACT 9340, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_MACEIO, , CONTRACT 9340, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 9340, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_GOIANIA, , CONTRACT 9340, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 656.0, Siege City Assault
263, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 9341, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 685.0, Siege City Assault
263, 6, LOC_CITY_NAME_FORTALEZA, , CONTRACT 9341, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 685.0, Siege City Assault
263, 6, LOC_CITY_NAME_BELEM, , CONTRACT 9341, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 685.0, Siege City Assault
263, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 9341, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 685.0, Siege City Assault
263, 6, LOC_CITY_NAME_MANAUS, , CONTRACT 9341, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 685.0, Siege City Assault
263, 6, LOC_CITY_NAME_GUARULHOS, , CONTRACT 9341, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 685.0, Siege City Assault
263, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 9341, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 685.0, Siege City Assault
263, 6, LOC_CITY_NAME_SAO_LUIS, , CONTRACT 9341, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 685.0, Siege City Assault
263, 6, LOC_CITY_NAME_NATAL, , CONTRACT 9341, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 685.0, Siege City Assault
263, 6, LOC_CITY_NAME_MACEIO, , CONTRACT 9341, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 685.0, Siege City Assault
263, 6, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 9341, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 685.0, Siege City Assault
263, 6, LOC_CITY_NAME_GOIANIA, , CONTRACT 9341, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 685.0, Siege City Assault
263, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 9342, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 649.0, Siege City Assault
263, 6, LOC_CITY_NAME_FORTALEZA, , CONTRACT 9342, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 649.0, Siege City Assault
263, 6, LOC_CITY_NAME_BELEM, , CONTRACT 9342, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 649.0, Siege City Assault
263, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 9342, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 649.0, Siege City Assault
263, 6, LOC_CITY_NAME_MANAUS, , CONTRACT 9342, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 649.0, Siege City Assault
263, 6, LOC_CITY_NAME_GUARULHOS, , CONTRACT 9342, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 649.0, Siege City Assault
263, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 9342, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 649.0, Siege City Assault
263, 6, LOC_CITY_NAME_SAO_LUIS, , CONTRACT 9342, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 649.0, Siege City Assault
263, 6, LOC_CITY_NAME_NATAL, , CONTRACT 9342, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 649.0, Siege City Assault
263, 6, LOC_CITY_NAME_MACEIO, , CONTRACT 9342, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 649.0, Siege City Assault
263, 6, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 9342, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 649.0, Siege City Assault
263, 6, LOC_CITY_NAME_GOIANIA, , CONTRACT 9342, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 649.0, Siege City Assault
263, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 9343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
263, 6, LOC_CITY_NAME_FORTALEZA, , CONTRACT 9343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
263, 6, LOC_CITY_NAME_BELEM, , CONTRACT 9343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
263, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 9343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
263, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 9343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
263, 6, LOC_CITY_NAME_MANAUS, , CONTRACT 9343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
263, 6, LOC_CITY_NAME_GUARULHOS, , CONTRACT 9343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
263, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 9343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
263, 6, LOC_CITY_NAME_SAO_LUIS, , CONTRACT 9343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
263, 6, LOC_CITY_NAME_NATAL, , CONTRACT 9343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
263, 6, LOC_CITY_NAME_MACEIO, , CONTRACT 9343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
263, 6, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 9343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
263, 6, LOC_CITY_NAME_GOIANIA, , CONTRACT 9343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
263, 6, LOC_CITY_NAME_CAMPINAS, , CONTRACT 9343, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 96.0, Build City Improvement
263, 6, LOC_CITY_NAME_MACEIO, , CONTRACT 9345, SUBMITTED, NO_UNIT, BUILDING_BANK, NO_DISTRICT, VALUE 1171.0, Build City Building
263, 6, LOC_CITY_NAME_SAO_LUIS, , CONTRACT 9348, SUBMITTED, NO_UNIT, BUILDING_ZOO, NO_DISTRICT, VALUE 3369.0, Build City Building
263, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 9351, SUBMITTED, NO_UNIT, BUILDING_BROADCAST_CENTER, NO_DISTRICT, VALUE 255.0, Build City Building
263, 7, PURCHASE, , , UNIT_MECHANIZED_INFANTRY, Siege City Assault, CONTRACT 9286
263, 7, LOC_CITY_NAME_BAGHDAD, , CONTRACT 8970, FAILED, NO_UNIT, BUILDING_RESEARCH_LAB, NO_DISTRICT, VALUE 233.0, Unknown
263, 7, LOC_CITY_NAME_BAGHDAD, , CONTRACT 9286, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 218.0, Siege City Assault
263, 7, LOC_CITY_NAME_BAGHDAD, , , PROJECT_BUILD_NUCLEAR_DEVICE, Default Specialization, , , Value 265.0
263, 7, LOC_CITY_NAME_HOMS, , , BUILDING_SEWER, Default Specialization, , , Value 131.9
263, 7, FAITH PURCHASE, , , UNIT_APOSTLE, Unknown, CONTRACT 9322
263, 7, LOC_CITY_NAME_CAIRO, , CONTRACT 9359, SUBMITTED, UNIT_JET_BOMBER, NO_BUILDING, NO_DISTRICT, VALUE 224.0, Build City Building
263, 10, LOC_CITY_NAME_BUENOS_AIRES, , CONTRACT 9361, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_INDUSTRIAL_ZONE, VALUE -9.0, Build City District
263, 14, LOC_CITY_NAME_PRESLAV, , CONTRACT 9362, SUBMITTED, NO_UNIT, BUILDING_SEWER, NO_DISTRICT, VALUE 201.0, Build City Building
264, 1, PURCHASE, , , BUILDING_ARENA, Build City Building, CONTRACT 9328
264, 1, LOC_CITY_NAME_LARSA, , , UNIT_MODERN_ARMOR, Generic Offense
264, 1, LOC_CITY_NAME_URUK, , CONTRACT 9363, SUBMITTED, UNIT_RANGER, NO_BUILDING, NO_DISTRICT, VALUE 1099.0, Siege City Assault
264, 1, LOC_CITY_NAME_UR, , CONTRACT 9363, SUBMITTED, UNIT_RANGER, NO_BUILDING, NO_DISTRICT, VALUE 1099.0, Siege City Assault
264, 1, LOC_CITY_NAME_JIAODONG, , CONTRACT 9363, SUBMITTED, UNIT_RANGER, NO_BUILDING, NO_DISTRICT, VALUE 1099.0, Siege City Assault
264, 1, LOC_CITY_NAME_XIAN, , CONTRACT 9363, SUBMITTED, UNIT_RANGER, NO_BUILDING, NO_DISTRICT, VALUE 1099.0, Siege City Assault
264, 1, LOC_CITY_NAME_ADAB, , CONTRACT 9363, SUBMITTED, UNIT_RANGER, NO_BUILDING, NO_DISTRICT, VALUE 1099.0, Siege City Assault
264, 1, LOC_CITY_NAME_LAGASH, , CONTRACT 9363, SUBMITTED, UNIT_RANGER, NO_BUILDING, NO_DISTRICT, VALUE 1099.0, Siege City Assault
264, 1, LOC_CITY_NAME_SIPPAR, , CONTRACT 9363, SUBMITTED, UNIT_RANGER, NO_BUILDING, NO_DISTRICT, VALUE 1099.0, Siege City Assault
264, 1, LOC_CITY_NAME_NIPPUR, , CONTRACT 9363, SUBMITTED, UNIT_RANGER, NO_BUILDING, NO_DISTRICT, VALUE 1099.0, Siege City Assault
264, 1, LOC_CITY_NAME_ERIDU, , CONTRACT 9363, SUBMITTED, UNIT_RANGER, NO_BUILDING, NO_DISTRICT, VALUE 1099.0, Siege City Assault
264, 1, LOC_CITY_NAME_NIPPUR, , CONTRACT 9364, SUBMITTED, UNIT_NUCLEAR_SUBMARINE, NO_BUILDING, NO_DISTRICT, VALUE 446.0, Build City Building
264, 2, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 9332
264, 2, LOC_CITY_NAME_NIDAROS, , CONTRACT 9080, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1605.0, Unknown
264, 2, LOC_CITY_NAME_NIDAROS, , CONTRACT 9123, FAILED, UNIT_JET_BOMBER, NO_BUILDING, NO_DISTRICT, VALUE 628.0, Unknown
264, 2, LOC_CITY_NAME_NIDAROS, , CONTRACT 9151, CANCELLED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2095.0, Unknown
264, 2, LOC_CITY_NAME_NIDAROS, , CONTRACT 9191, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 165.0, Unknown
264, 2, LOC_CITY_NAME_NIDAROS, , CONTRACT 9225, CANCELLED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2047.0, Unknown
264, 2, LOC_CITY_NAME_NIDAROS, , CONTRACT 9227, CANCELLED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1605.0, Unknown
264, 2, LOC_CITY_NAME_NIDAROS, , CONTRACT 9297, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2447.0, Unknown
264, 2, LOC_CITY_NAME_NIDAROS, , CONTRACT 9332, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
264, 2, LOC_CITY_NAME_NIDAROS, , , PROJECT_OPERATION_IVY, Default Specialization, , , Value 17067.0
264, 2, LOC_CITY_NAME_STAVANGER, , CONTRACT 9047, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2095.0, Unknown
264, 2, LOC_CITY_NAME_STAVANGER, , CONTRACT 9048, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2447.0, Unknown
264, 2, LOC_CITY_NAME_STAVANGER, , CONTRACT 9055, FAILED, NO_UNIT, BUILDING_AIRPORT, NO_DISTRICT, VALUE 680.0, Unknown
264, 2, LOC_CITY_NAME_STAVANGER, , CONTRACT 9080, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1605.0, Unknown
264, 2, LOC_CITY_NAME_STAVANGER, , CONTRACT 9151, CANCELLED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2095.0, Unknown
264, 2, LOC_CITY_NAME_STAVANGER, , CONTRACT 9191, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 165.0, Unknown
264, 2, LOC_CITY_NAME_STAVANGER, , CONTRACT 9225, CANCELLED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2047.0, Unknown
264, 2, LOC_CITY_NAME_STAVANGER, , CONTRACT 9227, CANCELLED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1605.0, Unknown
264, 2, LOC_CITY_NAME_STAVANGER, , CONTRACT 9297, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2447.0, Unknown
264, 2, LOC_CITY_NAME_STAVANGER, , CONTRACT 9332, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
264, 2, LOC_CITY_NAME_STAVANGER, , , UNIT_JET_BOMBER, Generic Offense
264, 2, LOC_CITY_NAME_KABUL, , CONTRACT 9297, COMPLETED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 2447.0, Unknown
264, 2, LOC_CITY_NAME_KABUL, , , UNIT_MODERN_ARMOR, Siege City Assault, CONTRACT 9329
264, 2, LOC_CITY_NAME_SKEDSMO, , CONTRACT 9329, IN PROGRESS, UNIT_MODERN_ARMOR, NO_BUILDING, NO_DISTRICT, VALUE 1138.0, Siege City Assault
264, 2, LOC_CITY_NAME_SKEDSMO, , CONTRACT 9332, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
264, 2, LOC_CITY_NAME_SKEDSMO, , , UNIT_MODERN_ARMOR, Generic Offense
