,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_BARBARIAN_RAIDER,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_AMERICAN_ROUGH_RIDER,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_AZTEC_EAGLE_WARRIOR
UNIT_BARBARIAN_RAIDER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.45, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.18, 1.44, 1.94, 1.44, 1.46, 0.69, 1.00, 1.00, 0.69, 0.88, 1.00, 0.79, 100.00, 1.00, 0.43, 0.43, 0.88, 0.31, 0.45, 0.63, 100.00, 0.65, 0.41, 0.21, 0.31, 0.16, 0.31, 0.16, 0.28, 0.22, 100.00, 0.29, 0.09, 0.09, 0.14, 0.14, 0.09, 0.13, 0.13, 0.06, 0.07, 0.06, 0.07, 0.06, 100.00, 0.08, 0.06, 0.08, 100.00, 0.04, 0.05, 0.04, 0.04, 0.02, 0.03, 0.03, 0.05, 0.03, 0.01, 0.01, 0.03, 100.00, 0.03, 0.06, 0.03, 0.03, 0.02, 0.03, 0.02, 100.00, 0.01, 0.02, 0.02, 0.03, 0.02, 0.79
UNIT_GALLEY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.45, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.18, 1.44, 1.94, 1.44, 1.46, 0.69, 1.00, 1.00, 0.69, 0.88, 1.00, 0.79, 100.00, 1.00, 0.43, 0.43, 0.88, 0.31, 0.45, 0.63, 100.00, 0.65, 0.41, 0.21, 0.31, 0.16, 0.31, 0.16, 0.28, 0.22, 100.00, 0.29, 0.09, 0.09, 0.14, 0.14, 0.09, 0.13, 0.13, 0.06, 0.07, 0.06, 0.07, 0.06, 100.00, 0.08, 0.06, 0.08, 100.00, 0.04, 0.05, 0.04, 0.04, 0.02, 0.03, 0.03, 0.05, 0.03, 0.01, 0.01, 0.03, 100.00, 0.03, 0.06, 0.03, 0.03, 0.02, 0.03, 0.02, 100.00, 0.01, 0.02, 0.02, 0.03, 0.02, 0.79
UNIT_NORWEGIAN_LONGSHIP, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.69, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.71, 2.20, 2.86, 2.20, 2.13, 1.00, 1.44, 1.44, 1.00, 1.29, 1.44, 1.14, 100.00, 1.44, 0.63, 0.63, 1.29, 0.45, 0.69, 0.93, 100.00, 0.98, 0.59, 0.31, 0.46, 0.25, 0.45, 0.25, 0.41, 0.31, 100.00, 0.43, 0.14, 0.14, 0.21, 0.20, 0.13, 0.18, 0.18, 0.09, 0.09, 0.07, 0.09, 0.08, 100.00, 0.09, 0.07, 0.11, 100.00, 0.05, 0.06, 0.05, 0.04, 0.03, 0.04, 0.04, 0.06, 0.04, 0.02, 0.02, 0.03, 100.00, 0.04, 0.08, 0.04, 0.04, 0.02, 0.03, 0.03, 100.00, 0.01, 0.02, 0.03, 0.04, 0.03, 1.14
UNIT_ARCHER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.52, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.60, 2.30, 2.86, 1.69, 1.80, 0.78, 1.14, 1.14, 0.78, 1.00, 1.64, 1.35, 100.00, 1.64, 0.82, 0.49, 1.00, 0.63, 0.86, 0.71, 100.00, 0.82, 0.35, 0.47, 0.62, 0.20, 0.63, 0.20, 0.25, 0.50, 100.00, 0.60, 0.30, 0.30, 0.19, 0.18, 0.12, 0.15, 0.15, 0.10, 0.12, 0.10, 0.24, 0.20, 100.00, 0.13, 0.10, 0.14, 100.00, 0.07, 0.16, 0.07, 0.07, 0.05, 0.06, 0.06, 0.16, 0.05, 0.03, 0.03, 0.05, 100.00, 0.12, 0.10, 0.05, 0.05, 0.03, 0.05, 0.05, 100.00, 0.02, 0.04, 0.05, 0.10, 0.04, 1.35
UNIT_SPEARMAN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.45, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.18, 1.00, 1.94, 2.14, 1.46, 0.69, 1.00, 1.00, 0.69, 0.61, 1.00, 1.16, 100.00, 1.00, 0.29, 0.64, 0.88, 0.21, 0.31, 0.48, 100.00, 0.65, 0.31, 0.14, 0.22, 0.24, 0.47, 0.24, 0.22, 0.22, 100.00, 0.29, 0.08, 0.08, 0.14, 0.12, 0.08, 0.11, 0.11, 0.06, 0.09, 0.08, 0.06, 0.05, 100.00, 0.08, 0.08, 0.08, 100.00, 0.04, 0.04, 0.04, 0.04, 0.02, 0.03, 0.03, 0.05, 0.04, 0.01, 0.01, 0.02, 100.00, 0.03, 0.06, 0.03, 0.04, 0.01, 0.03, 0.02, 100.00, 0.01, 0.02, 0.02, 0.03, 0.03, 0.54
UNIT_HEAVY_CHARIOT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.59, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.07, 1.86, 2.47, 1.86, 1.85, 0.88, 1.26, 1.26, 0.88, 0.74, 0.86, 1.00, 100.00, 0.86, 0.54, 0.54, 1.11, 0.40, 0.59, 0.59, 100.00, 0.84, 0.38, 0.26, 0.39, 0.21, 0.40, 0.21, 0.27, 0.27, 100.00, 0.24, 0.12, 0.12, 0.18, 0.15, 0.09, 0.13, 0.13, 0.07, 0.08, 0.07, 0.08, 0.07, 100.00, 0.09, 0.07, 0.09, 100.00, 0.04, 0.06, 0.04, 0.04, 0.03, 0.03, 0.03, 0.05, 0.04, 0.02, 0.02, 0.03, 100.00, 0.04, 0.07, 0.04, 0.04, 0.02, 0.03, 0.03, 100.00, 0.01, 0.02, 0.03, 0.04, 0.03, 1.00
UNIT_BATTERING_RAM, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
UNIT_GREEK_HOPLITE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.45, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.18, 1.00, 1.94, 2.14, 1.46, 0.69, 1.00, 1.00, 0.69, 0.61, 1.00, 1.16, 100.00, 1.00, 0.29, 0.64, 0.88, 0.21, 0.31, 0.48, 100.00, 0.65, 0.31, 0.14, 0.22, 0.24, 0.47, 0.24, 0.22, 0.22, 100.00, 0.29, 0.08, 0.08, 0.14, 0.12, 0.08, 0.11, 0.11, 0.06, 0.09, 0.08, 0.06, 0.05, 100.00, 0.08, 0.08, 0.08, 100.00, 0.04, 0.04, 0.04, 0.04, 0.02, 0.03, 0.03, 0.05, 0.04, 0.01, 0.01, 0.02, 100.00, 0.03, 0.06, 0.03, 0.04, 0.01, 0.03, 0.02, 100.00, 0.01, 0.02, 0.02, 0.03, 0.03, 0.54
UNIT_SWORDSMAN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.07, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.55, 3.50, 4.55, 3.50, 3.46, 1.58, 2.30, 2.30, 1.58, 1.23, 3.45, 1.86, 100.00, 3.45, 1.00, 1.00, 2.06, 0.74, 1.07, 1.01, 100.00, 1.56, 0.64, 0.49, 0.74, 0.40, 0.74, 0.40, 0.47, 0.50, 100.00, 1.00, 0.22, 0.22, 0.33, 0.26, 0.16, 0.24, 0.24, 0.11, 0.13, 0.09, 0.13, 0.11, 100.00, 0.16, 0.09, 0.17, 100.00, 0.08, 0.08, 0.07, 0.06, 0.04, 0.05, 0.05, 0.11, 0.05, 0.02, 0.02, 0.03, 100.00, 0.05, 0.11, 0.05, 0.05, 0.02, 0.04, 0.04, 100.00, 0.02, 0.03, 0.04, 0.07, 0.04, 1.86
UNIT_HORSEMAN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.07, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.55, 3.50, 4.55, 3.50, 3.46, 1.58, 2.30, 2.30, 1.58, 2.06, 1.57, 1.86, 100.00, 1.57, 1.00, 1.00, 2.06, 0.74, 1.07, 1.52, 100.00, 1.56, 0.94, 0.49, 0.74, 0.40, 0.74, 0.40, 0.64, 0.50, 100.00, 0.47, 0.22, 0.22, 0.33, 0.32, 0.20, 0.30, 0.30, 0.13, 0.13, 0.09, 0.13, 0.11, 100.00, 0.16, 0.09, 0.17, 100.00, 0.09, 0.08, 0.07, 0.07, 0.04, 0.05, 0.05, 0.07, 0.05, 0.02, 0.02, 0.04, 100.00, 0.05, 0.11, 0.05, 0.05, 0.03, 0.04, 0.04, 100.00, 0.02, 0.03, 0.04, 0.05, 0.04, 1.86
UNIT_SCYTHIAN_HORSE_ARCHER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.52, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.60, 1.69, 2.20, 1.69, 1.80, 0.78, 1.14, 1.14, 0.78, 1.00, 1.14, 0.90, 100.00, 1.14, 0.49, 0.49, 1.00, 0.35, 0.52, 0.94, 100.00, 0.82, 0.45, 0.24, 0.31, 0.20, 0.35, 0.20, 0.31, 0.25, 100.00, 0.33, 0.15, 0.15, 0.19, 0.20, 0.14, 0.17, 0.17, 0.11, 0.12, 0.10, 0.12, 0.10, 100.00, 0.13, 0.10, 0.14, 100.00, 0.08, 0.08, 0.08, 0.08, 0.05, 0.06, 0.06, 0.08, 0.05, 0.03, 0.03, 0.05, 100.00, 0.06, 0.10, 0.05, 0.05, 0.03, 0.05, 0.05, 100.00, 0.02, 0.04, 0.05, 0.05, 0.04, 0.90
UNIT_ROMAN_LEGION, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.44, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 10.78, 4.71, 5.26, 4.71, 4.85, 2.20, 3.18, 3.18, 2.20, 1.59, 4.79, 2.53, 100.00, 4.79, 1.35, 1.35, 2.86, 1.00, 1.44, 1.31, 100.00, 2.13, 0.83, 0.69, 1.00, 0.54, 1.00, 0.54, 0.61, 0.69, 100.00, 1.38, 0.31, 0.31, 0.45, 0.34, 0.22, 0.31, 0.31, 0.15, 0.18, 0.12, 0.16, 0.14, 100.00, 0.21, 0.12, 0.25, 100.00, 0.10, 0.09, 0.09, 0.08, 0.04, 0.06, 0.06, 0.14, 0.06, 0.03, 0.03, 0.04, 100.00, 0.06, 0.14, 0.06, 0.06, 0.03, 0.05, 0.04, 100.00, 0.02, 0.03, 0.04, 0.08, 0.04, 2.53
UNIT_KONGO_SHIELD_BEARER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.27, 3.18, 4.22, 3.18, 3.20, 1.44, 2.20, 2.20, 1.44, 1.17, 3.24, 1.70, 100.00, 3.24, 0.94, 0.94, 1.94, 0.69, 1.00, 0.95, 100.00, 1.46, 0.61, 0.45, 0.67, 0.36, 0.69, 0.36, 0.43, 0.46, 100.00, 0.92, 0.21, 0.21, 0.31, 0.24, 0.15, 0.22, 0.22, 0.11, 0.12, 0.09, 0.12, 0.09, 100.00, 0.14, 0.09, 0.16, 100.00, 0.07, 0.08, 0.06, 0.06, 0.04, 0.04, 0.04, 0.11, 0.05, 0.02, 0.02, 0.03, 100.00, 0.05, 0.09, 0.05, 0.05, 0.02, 0.04, 0.04, 100.00, 0.01, 0.03, 0.04, 0.07, 0.03, 1.70
UNIT_CATAPULT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.71, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 5.06, 2.92, 2.77, 2.30, 1.86, 1.08, 1.59, 1.59, 1.08, 1.40, 2.10, 1.70, 100.00, 2.10, 0.99, 0.66, 1.06, 0.76, 1.05, 1.00, 100.00, 0.88, 0.39, 0.55, 0.67, 0.25, 0.76, 0.25, 0.28, 0.41, 100.00, 0.71, 0.32, 0.32, 0.22, 0.18, 0.09, 0.13, 0.13, 0.08, 0.12, 0.09, 0.22, 0.22, 100.00, 0.13, 0.09, 0.10, 100.00, 0.06, 0.18, 0.06, 0.06, 0.04, 0.05, 0.05, 0.18, 0.06, 0.03, 0.03, 0.04, 100.00, 0.10, 0.11, 0.06, 0.05, 0.03, 0.05, 0.04, 100.00, 0.02, 0.03, 0.04, 0.12, 0.04, 1.70
UNIT_SIEGE_TOWER, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
UNIT_QUADRIREME, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.69, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.90, 2.20, 2.64, 2.20, 2.16, 1.02, 1.53, 1.53, 1.02, 1.22, 1.53, 1.20, 100.00, 1.53, 0.64, 0.64, 1.22, 0.47, 0.69, 1.14, 100.00, 1.00, 0.56, 0.31, 0.37, 0.24, 0.47, 0.24, 0.38, 0.26, 100.00, 0.43, 0.17, 0.17, 0.21, 0.25, 0.14, 0.18, 0.18, 0.11, 0.13, 0.11, 0.12, 0.11, 100.00, 0.14, 0.11, 0.14, 100.00, 0.07, 0.09, 0.08, 0.07, 0.05, 0.06, 0.06, 0.09, 0.06, 0.03, 0.03, 0.05, 100.00, 0.06, 0.11, 0.06, 0.06, 0.03, 0.05, 0.05, 100.00, 0.02, 0.04, 0.05, 0.06, 0.04, 1.20
UNIT_EGYPTIAN_CHARIOT_ARCHER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.14, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.88, 4.50, 5.82, 3.60, 4.00, 1.69, 2.47, 2.47, 1.69, 2.86, 3.21, 2.60, 100.00, 3.21, 1.56, 1.07, 2.20, 1.20, 1.64, 2.57, 100.00, 1.80, 1.00, 0.86, 1.08, 0.41, 1.20, 0.41, 0.49, 0.81, 100.00, 1.11, 0.47, 0.47, 0.35, 0.36, 0.17, 0.25, 0.25, 0.15, 0.17, 0.15, 0.36, 0.30, 100.00, 0.19, 0.15, 0.20, 100.00, 0.10, 0.26, 0.10, 0.10, 0.07, 0.08, 0.08, 0.26, 0.08, 0.05, 0.05, 0.06, 100.00, 0.18, 0.15, 0.08, 0.08, 0.05, 0.07, 0.07, 100.00, 0.03, 0.05, 0.07, 0.16, 0.05, 2.60
UNIT_JAPANESE_SAMURAI, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.20, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 12.50, 7.27, 6.67, 7.27, 5.88, 3.18, 4.71, 4.71, 3.18, 2.14, 7.09, 3.87, 100.00, 7.09, 2.05, 2.05, 4.22, 1.44, 2.20, 1.81, 100.00, 3.20, 1.17, 1.00, 1.49, 0.79, 1.44, 0.79, 0.83, 1.02, 100.00, 2.02, 0.45, 0.45, 0.69, 0.48, 0.31, 0.43, 0.43, 0.22, 0.26, 0.18, 0.21, 0.21, 100.00, 0.31, 0.18, 0.36, 100.00, 0.15, 0.14, 0.13, 0.11, 0.06, 0.08, 0.08, 0.21, 0.08, 0.03, 0.03, 0.05, 100.00, 0.09, 0.21, 0.08, 0.07, 0.04, 0.06, 0.06, 100.00, 0.02, 0.03, 0.06, 0.11, 0.05, 3.87
UNIT_NORWEGIAN_BERSERKER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.49, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 9.16, 4.86, 4.76, 4.86, 4.55, 2.19, 3.20, 3.20, 2.19, 1.61, 4.55, 2.54, 100.00, 4.55, 1.35, 1.35, 3.23, 1.00, 1.49, 1.50, 100.00, 2.69, 0.92, 0.67, 1.00, 0.54, 1.00, 0.54, 0.68, 0.79, 100.00, 1.37, 0.31, 0.31, 0.46, 0.42, 0.24, 0.35, 0.35, 0.18, 0.18, 0.13, 0.20, 0.15, 100.00, 0.21, 0.13, 0.28, 100.00, 0.13, 0.11, 0.10, 0.10, 0.06, 0.08, 0.08, 0.17, 0.07, 0.03, 0.03, 0.05, 100.00, 0.09, 0.15, 0.07, 0.06, 0.04, 0.05, 0.06, 100.00, 0.03, 0.04, 0.06, 0.10, 0.05, 2.54
UNIT_KNIGHT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.78, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.29, 9.00, 7.14, 9.00, 6.67, 4.07, 6.17, 6.17, 4.07, 5.00, 4.13, 4.71, 100.00, 4.13, 2.53, 2.53, 5.00, 1.86, 2.78, 4.00, 100.00, 4.09, 2.47, 1.26, 1.85, 1.00, 1.86, 1.00, 1.65, 1.30, 100.00, 1.16, 0.59, 0.59, 0.88, 0.80, 0.52, 0.76, 0.76, 0.35, 0.33, 0.22, 0.26, 0.26, 100.00, 0.40, 0.22, 0.45, 100.00, 0.22, 0.18, 0.19, 0.16, 0.08, 0.10, 0.10, 0.13, 0.09, 0.04, 0.04, 0.07, 100.00, 0.10, 0.26, 0.09, 0.08, 0.05, 0.07, 0.08, 100.00, 0.03, 0.05, 0.08, 0.08, 0.06, 4.71
UNIT_INDIAN_VARU, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.44, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 10.78, 4.71, 5.26, 4.71, 4.85, 2.20, 3.18, 3.18, 2.20, 1.59, 2.14, 2.53, 100.00, 2.14, 1.35, 1.35, 2.86, 1.00, 1.44, 1.31, 100.00, 2.13, 0.83, 0.69, 1.00, 0.54, 1.00, 0.54, 0.61, 0.69, 100.00, 0.64, 0.31, 0.31, 0.45, 0.34, 0.22, 0.31, 0.31, 0.15, 0.18, 0.12, 0.16, 0.14, 100.00, 0.21, 0.12, 0.25, 100.00, 0.10, 0.09, 0.09, 0.08, 0.04, 0.06, 0.06, 0.08, 0.06, 0.03, 0.03, 0.04, 100.00, 0.06, 0.14, 0.06, 0.06, 0.03, 0.05, 0.04, 100.00, 0.02, 0.03, 0.04, 0.05, 0.04, 2.53
UNIT_ARABIAN_MAMLUK, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.78, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.29, 9.00, 7.14, 9.00, 6.67, 4.07, 6.17, 6.17, 4.07, 5.00, 4.13, 4.71, 100.00, 4.13, 2.53, 2.53, 5.00, 1.86, 2.78, 4.00, 100.00, 4.09, 2.47, 1.26, 1.85, 1.00, 1.86, 1.00, 1.65, 1.30, 100.00, 1.16, 0.59, 0.59, 0.88, 0.80, 0.52, 0.76, 0.76, 0.35, 0.33, 0.22, 0.26, 0.26, 100.00, 0.40, 0.22, 0.45, 100.00, 0.22, 0.18, 0.19, 0.16, 0.08, 0.10, 0.10, 0.13, 0.09, 0.04, 0.04, 0.07, 100.00, 0.10, 0.26, 0.09, 0.08, 0.05, 0.07, 0.08, 100.00, 0.03, 0.05, 0.08, 0.08, 0.06, 4.71
UNIT_CROSSBOWMAN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.69, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.64, 6.60, 6.88, 5.50, 5.71, 2.47, 3.60, 3.60, 2.47, 4.00, 4.50, 3.66, 100.00, 4.50, 2.14, 1.55, 3.20, 1.64, 2.30, 3.63, 100.00, 2.64, 2.04, 1.20, 1.47, 0.61, 1.64, 0.61, 1.00, 1.11, 100.00, 1.56, 0.63, 0.63, 0.52, 0.52, 0.25, 0.35, 0.35, 0.17, 0.22, 0.17, 0.44, 0.38, 100.00, 0.24, 0.17, 0.26, 100.00, 0.15, 0.30, 0.12, 0.12, 0.08, 0.10, 0.10, 0.30, 0.10, 0.05, 0.05, 0.07, 100.00, 0.22, 0.19, 0.10, 0.10, 0.06, 0.08, 0.08, 100.00, 0.04, 0.06, 0.08, 0.20, 0.07, 3.66
UNIT_CHINESE_CROUCHING_TIGER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.19, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.86, 7.05, 5.88, 7.05, 5.88, 3.20, 4.64, 4.64, 3.20, 2.00, 4.64, 3.68, 100.00, 4.64, 2.00, 2.00, 4.00, 1.45, 2.19, 2.43, 100.00, 3.88, 1.23, 0.98, 1.26, 0.77, 1.45, 0.77, 0.90, 1.00, 100.00, 1.37, 0.45, 0.45, 0.67, 0.68, 0.33, 0.46, 0.46, 0.24, 0.28, 0.22, 0.30, 0.25, 100.00, 0.30, 0.22, 0.37, 100.00, 0.21, 0.20, 0.17, 0.17, 0.12, 0.15, 0.15, 0.20, 0.13, 0.08, 0.08, 0.09, 100.00, 0.17, 0.25, 0.13, 0.13, 0.08, 0.11, 0.12, 100.00, 0.05, 0.07, 0.12, 0.13, 0.09, 3.68
UNIT_MILITARY_ENGINEER, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
